Source Name	Sample Name	Description	Comment [PMI ORIG REF#]	Comment [PMI REF#]	Comment [PMI SOURCE REF#]	Comment [comment]	Material Type	Term Source Ref	Term Accession Number	Characteristics [sex (EFO:0000695)]	Term Source Ref	Term Accession Number	Comment [Stage tested (and origin)]	Characteristics [developmental stage (EFO:0000399)]	Term Source Ref	Term Accession Number	Characteristics [age (EFO:0000246)]	Unit	Term Source Ref	Term Accession Number
PresidentsMalariaInitiative	PMI453		G8752	PMI SOURCE REF#	PMI453		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI454		G8763	PMI SOURCE REF#	PMI454		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI455		G8762	PMI SOURCE REF#	PMI455		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI456		G8764	PMI SOURCE REF#	PMI456		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI457		G8765	PMI SOURCE REF#	PMI457		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI458		G8766	PMI SOURCE REF#	PMI458		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI459		G8767	PMI SOURCE REF#	PMI459		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI460		G8770	PMI SOURCE REF#	PMI460		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI461		G8768	PMI SOURCE REF#	PMI461		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI462		G8769	PMI SOURCE REF#	PMI462		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI463		G8772	PMI SOURCE REF#	PMI463		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI464		G8771	PMI SOURCE REF#	PMI464		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI465		G8773	PMI SOURCE REF#	PMI465		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI466		G8774	PMI SOURCE REF#	PMI466		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI467			PMI SOURCE REF#	PMI467		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI468		G8775	PMI SOURCE REF#	PMI468		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI469		G8776	PMI SOURCE REF#	PMI469		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI470		G8777	PMI SOURCE REF#	PMI470		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI471		G8779	PMI SOURCE REF#	PMI471		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI472		G8780	PMI SOURCE REF#	PMI472		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI473		G8782	PMI SOURCE REF#	PMI473		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI474		G8781	PMI SOURCE REF#	PMI474		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI475		G8778	PMI SOURCE REF#	PMI475		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI476			PMI SOURCE REF#	PMI476		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI477		G8783	PMI SOURCE REF#	PMI477		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI478		G8784	PMI SOURCE REF#	PMI478		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI479		G8789	PMI SOURCE REF#	PMI479		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI480		G8786	PMI SOURCE REF#	PMI480		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI481		G8787	PMI SOURCE REF#	PMI481		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI482		G8785	PMI SOURCE REF#	PMI482		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI483		G8788	PMI SOURCE REF#	PMI483		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI484		G8790	PMI SOURCE REF#	PMI484		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI485		G8792	PMI SOURCE REF#	PMI485		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI486		G8793	PMI SOURCE REF#	PMI486		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI487		G8794	PMI SOURCE REF#	PMI487		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI488		G8791	PMI SOURCE REF#	PMI488		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI489		G8795	PMI SOURCE REF#	PMI489		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI490		G8796	PMI SOURCE REF#	PMI490		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI491		G8797	PMI SOURCE REF#	PMI491		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI492		G8798	PMI SOURCE REF#	PMI492		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI493		G8799	PMI SOURCE REF#	PMI493		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI494		G8801	PMI SOURCE REF#	PMI494		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI495		G8800	PMI SOURCE REF#	PMI495		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI496		G8802	PMI SOURCE REF#	PMI496		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI497		G8803	PMI SOURCE REF#	PMI497		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI498		G8804	PMI SOURCE REF#	PMI498		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI499		G8805	PMI SOURCE REF#	PMI499		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI500		G8806	PMI SOURCE REF#	PMI500		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI501		G8807	PMI SOURCE REF#	PMI501		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI502		G8808	PMI SOURCE REF#	PMI502		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI503		G8812	PMI SOURCE REF#	PMI503		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI504		G8809	PMI SOURCE REF#	PMI504		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI505		G8810	PMI SOURCE REF#	PMI505		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI506		G8813	PMI SOURCE REF#	PMI506		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI507		G8811	PMI SOURCE REF#	PMI507		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI508		G8815	PMI SOURCE REF#	PMI508		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI509		G8819	PMI SOURCE REF#	PMI509		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI510		G8814	PMI SOURCE REF#	PMI510		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI511		G8816	PMI SOURCE REF#	PMI511		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI512		G8817	PMI SOURCE REF#	PMI512		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI513		G8818	PMI SOURCE REF#	PMI513		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI514		G8825	PMI SOURCE REF#	PMI514		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI515		G8820	PMI SOURCE REF#	PMI515		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI516		G8821	PMI SOURCE REF#	PMI516		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI517		G8826	PMI SOURCE REF#	PMI517		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI518		G8822	PMI SOURCE REF#	PMI518		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI519		G8823	PMI SOURCE REF#	PMI519		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI520		G8824	PMI SOURCE REF#	PMI520		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI521		G8827	PMI SOURCE REF#	PMI521		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI522		G8828	PMI SOURCE REF#	PMI522		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI523		G8832	PMI SOURCE REF#	PMI523		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI524		G8833	PMI SOURCE REF#	PMI524		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI525		G8829	PMI SOURCE REF#	PMI525		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI526		G8830	PMI SOURCE REF#	PMI526		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI527		G8831	PMI SOURCE REF#	PMI527		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI528		G8834	PMI SOURCE REF#	PMI528		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI529		G8836	PMI SOURCE REF#	PMI529		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI530		G8837	PMI SOURCE REF#	PMI530		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI531		G8838	PMI SOURCE REF#	PMI531		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI532		G8839	PMI SOURCE REF#	PMI532		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI533		G8840	PMI SOURCE REF#	PMI533		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI534		G8841	PMI SOURCE REF#	PMI534		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI535		G8842	PMI SOURCE REF#	PMI535		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI536		G8843	PMI SOURCE REF#	PMI536		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI537		G8835	PMI SOURCE REF#	PMI537		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI538		G8844	PMI SOURCE REF#	PMI538		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI539		G8849	PMI SOURCE REF#	PMI539		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI540		G8845	PMI SOURCE REF#	PMI540		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI541		G8846	PMI SOURCE REF#	PMI541		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI542		G8847	PMI SOURCE REF#	PMI542		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI543		G8848	PMI SOURCE REF#	PMI543		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI544		G8851	PMI SOURCE REF#	PMI544		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI545		G8857	PMI SOURCE REF#	PMI545		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI546		G8858	PMI SOURCE REF#	PMI546		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI547		G8852	PMI SOURCE REF#	PMI547		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI548		G8853	PMI SOURCE REF#	PMI548		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI549		G8859	PMI SOURCE REF#	PMI549		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI550		G8860	PMI SOURCE REF#	PMI550		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI551		G8854	PMI SOURCE REF#	PMI551		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI552		G8861	PMI SOURCE REF#	PMI552		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI553		G8855	PMI SOURCE REF#	PMI553		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI554		G8850	PMI SOURCE REF#	PMI554		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI555		G8862	PMI SOURCE REF#	PMI555		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI556		G8856	PMI SOURCE REF#	PMI556		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI557		G8863	PMI SOURCE REF#	PMI557		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI558		G8864	PMI SOURCE REF#	PMI558		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI559		G8869	PMI SOURCE REF#	PMI559		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI560		G8865	PMI SOURCE REF#	PMI560		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI561		G8866	PMI SOURCE REF#	PMI561		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI562		G8867	PMI SOURCE REF#	PMI562		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI563		G8868	PMI SOURCE REF#	PMI563		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI564		G8870	PMI SOURCE REF#	PMI564		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI565		G8875	PMI SOURCE REF#	PMI565		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI566		G8871	PMI SOURCE REF#	PMI566		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI567		G8872	PMI SOURCE REF#	PMI567		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI568		G8873	PMI SOURCE REF#	PMI568		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI569		G8874	PMI SOURCE REF#	PMI569		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI570		G8883	PMI SOURCE REF#	PMI570		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI571		G8887	PMI SOURCE REF#	PMI571		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI572		G8884	PMI SOURCE REF#	PMI572		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI573		G8885	PMI SOURCE REF#	PMI573		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI574		G8882	PMI SOURCE REF#	PMI574		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI575		G8886	PMI SOURCE REF#	PMI575		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI576		G8893	PMI SOURCE REF#	PMI576		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI577		G8888	PMI SOURCE REF#	PMI577		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI578		G8889	PMI SOURCE REF#	PMI578		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI579		G8890	PMI SOURCE REF#	PMI579		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI580		G8891	PMI SOURCE REF#	PMI580		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI581		G8892	PMI SOURCE REF#	PMI581		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI582		G8898	PMI SOURCE REF#	PMI582		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI583		G8899	PMI SOURCE REF#	PMI583		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI584		G8894	PMI SOURCE REF#	PMI584		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI585		G8895	PMI SOURCE REF#	PMI585		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI586		G8896	PMI SOURCE REF#	PMI586		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI587		G8897	PMI SOURCE REF#	PMI587		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI588		G8903	PMI SOURCE REF#	PMI588		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI589		G8904	PMI SOURCE REF#	PMI589		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI590		G8905	PMI SOURCE REF#	PMI590		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI591		G8901	PMI SOURCE REF#	PMI591		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI592		G8902	PMI SOURCE REF#	PMI592		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI593		G8906	PMI SOURCE REF#	PMI593		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI594		G8910	PMI SOURCE REF#	PMI594		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI595		G8907	PMI SOURCE REF#	PMI595		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI596		G8908	PMI SOURCE REF#	PMI596		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI597		G8909	PMI SOURCE REF#	PMI597		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI598		G8911	PMI SOURCE REF#	PMI598		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI599		G8916	PMI SOURCE REF#	PMI599		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI600		G8912	PMI SOURCE REF#	PMI600		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI601		G8913	PMI SOURCE REF#	PMI601		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI602		G8914	PMI SOURCE REF#	PMI602		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
PresidentsMalariaInitiative	PMI603		G8915	PMI SOURCE REF#	PMI603		pool	OBI	0000181	female	PATO	0000383	NR	adult	IDOMAL	0000655	2-5	day	UO	0000033
