Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Characteristics [species assay result (VBcv:0000961)]	Term Source REF	Term Accession Number	Comment [ASSI]
MAP.6370	MAP.6370.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6371	MAP.6371.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6372	MAP.6372.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6373	MAP.6373.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6374	MAP.6374.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6375	MAP.6375.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6376	MAP.6376.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6377	MAP.6377.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6378	MAP.6378.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6379	MAP.6379.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6380	MAP.6380.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6381	MAP.6381.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6382	MAP.6382.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6383	MAP.6383.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6384	MAP.6384.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6385	MAP.6385.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6386	MAP.6386.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6387	MAP.6387.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6388	MAP.6388.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6389	MAP.6389.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6390	MAP.6390.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6391	MAP.6391.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6392	MAP.6392.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6393	MAP.6393.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6394	MAP.6394.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6395	MAP.6395.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6396	MAP.6396.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6397	MAP.6397.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6398	MAP.6398.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6399	MAP.6399.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6400	MAP.6400.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6401	MAP.6401.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6402	MAP.6402.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6403	MAP.6403.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6404	MAP.6404.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6405	MAP.6405.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6406	MAP.6406.spid		chromosomal banding sequences		Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6407	MAP.6407.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6408	MAP.6408.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6409	MAP.6409.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6410	MAP.6410.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6411	MAP.6411.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6412	MAP.6412.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6413	MAP.6413.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6414	MAP.6414.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6415	MAP.6415.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6416	MAP.6416.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6417	MAP.6417.spid		chromosomal banding sequences		Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6418	MAP.6418.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6419	MAP.6419.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6420	MAP.6420.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6421	MAP.6421.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6422	MAP.6422.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6423	MAP.6423.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6424	MAP.6424.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6425	MAP.6425.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6426	MAP.6426.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6427	MAP.6427.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6428	MAP.6428.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6429	MAP.6429.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6444	MAP.6444.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6445	MAP.6445.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6446	MAP.6446.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6447	MAP.6447.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6448	MAP.6448.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6449	MAP.6449.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6450	MAP.6450.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6451	MAP.6451.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6452	MAP.6452.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6453	MAP.6453.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6454	MAP.6454.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6455	MAP.6455.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6456	MAP.6456.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6526	MAP.6526.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6527	MAP.6527.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6528	MAP.6528.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6529	MAP.6529.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6530	MAP.6530.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6531	MAP.6531.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6532	MAP.6532.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6533	MAP.6533.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6551	MAP.6551.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6626	MAP.6626.spid			polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6627	MAP.6627.spid			polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6628	MAP.6628.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6629	MAP.6629.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6630	MAP.6630.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6631	MAP.6631.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6632	MAP.6632.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6633	MAP.6633.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6634	MAP.6634.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6635	MAP.6635.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6636	MAP.6636.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6637	MAP.6637.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6638	MAP.6638.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6639	MAP.6639.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6640	MAP.6640.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6641	MAP.6641.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6642	MAP.6642.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6643	MAP.6643.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6644	MAP.6644.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6645	MAP.6645.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6646	MAP.6646.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6647	MAP.6647.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6648	MAP.6648.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6649	MAP.6649.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6650	MAP.6650.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6651	MAP.6651.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6652	MAP.6652.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6653	MAP.6653.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6654	MAP.6654.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6655	MAP.6655.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6656	MAP.6656.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6657	MAP.6657.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6658	MAP.6658.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6659	MAP.6659.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6692	MAP.6692.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6693	MAP.6693.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6694	MAP.6694.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6695	MAP.6695.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6696	MAP.6696.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6697	MAP.6697.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6698	MAP.6698.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6699	MAP.6699.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6700	MAP.6700.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6701	MAP.6701.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6702	MAP.6702.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6703	MAP.6703.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6704	MAP.6704.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6705	MAP.6705.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6706	MAP.6706.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6707	MAP.6707.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6708	MAP.6708.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6709	MAP.6709.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6710	MAP.6710.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6711	MAP.6711.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6712	MAP.6712.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6713	MAP.6713.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6714	MAP.6714.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6715	MAP.6715.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6716	MAP.6716.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6717	MAP.6717.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6718	MAP.6718.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6719	MAP.6719.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6720	MAP.6720.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6721	MAP.6721.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6722	MAP.6722.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6723	MAP.6723.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6724	MAP.6724.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6725	MAP.6725.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6726	MAP.6726.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6727	MAP.6727.spid		morphology	polymerase chain reaction method	Anopheles arabiensis Patton, 1905	MIRO	40002224	
MAP.6728	MAP.6728.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6729	MAP.6729.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6730	MAP.6730.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6731	MAP.6731.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6732	MAP.6732.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6733	MAP.6733.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6734	MAP.6734.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6735	MAP.6735.spid		morphology	polymerase chain reaction method	Anopheles merus Dönitz, 1902	MIRO	40003534	
MAP.6736	MAP.6736.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6737	MAP.6737.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6738	MAP.6738.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6739	MAP.6739.spid		morphology	polymerase chain reaction method	Anopheles gambiae Giles, 1902	MIRO	40003829	
MAP.6745	MAP.6745.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6746	MAP.6746.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6747	MAP.6747.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6748	MAP.6748.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6749	MAP.6749.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6755	MAP.6755.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6756	MAP.6756.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6757	MAP.6757.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6758	MAP.6758.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6759	MAP.6759.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6765	MAP.6765.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6766	MAP.6766.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6767	MAP.6767.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6768	MAP.6768.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6769	MAP.6769.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6775	MAP.6775.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6776	MAP.6776.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6777	MAP.6777.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6778	MAP.6778.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6779	MAP.6779.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6785	MAP.6785.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6786	MAP.6786.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6787	MAP.6787.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6788	MAP.6788.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6789	MAP.6789.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6795	MAP.6795.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6796	MAP.6796.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6797	MAP.6797.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6798	MAP.6798.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6799	MAP.6799.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6805	MAP.6805.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6806	MAP.6806.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6807	MAP.6807.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6808	MAP.6808.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6809	MAP.6809.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6812	MAP.6812.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6826	MAP.6826.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6840	MAP.6840.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6854	MAP.6854.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6868	MAP.6868.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6882	MAP.6882.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6896	MAP.6896.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6910	MAP.6910.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6924	MAP.6924.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6955	MAP.6955.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6956	MAP.6956.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6957	MAP.6957.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6958	MAP.6958.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6959	MAP.6959.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6960	MAP.6960.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6961	MAP.6961.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6962	MAP.6962.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6963	MAP.6963.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6964	MAP.6964.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6965	MAP.6965.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6966	MAP.6966.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6967	MAP.6967.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6981	MAP.6981.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6982	MAP.6982.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6983	MAP.6983.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6984	MAP.6984.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6985	MAP.6985.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6986	MAP.6986.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6987	MAP.6987.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6988	MAP.6988.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6989	MAP.6989.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6990	MAP.6990.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6991	MAP.6991.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6992	MAP.6992.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.6993	MAP.6993.spid				Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7007	MAP.7007.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7008	MAP.7008.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7009	MAP.7009.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7010	MAP.7010.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7011	MAP.7011.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7012	MAP.7012.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7013	MAP.7013.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7014	MAP.7014.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7015	MAP.7015.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7016	MAP.7016.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7017	MAP.7017.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7018	MAP.7018.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7019	MAP.7019.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7020	MAP.7020.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7021	MAP.7021.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7022	MAP.7022.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7023	MAP.7023.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7024	MAP.7024.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7025	MAP.7025.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7026	MAP.7026.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7027	MAP.7027.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7028	MAP.7028.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7029	MAP.7029.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7030	MAP.7030.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7031	MAP.7031.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7032	MAP.7032.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7033	MAP.7033.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7034	MAP.7034.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7035	MAP.7035.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7036	MAP.7036.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7037	MAP.7037.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7038	MAP.7038.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7039	MAP.7039.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7040	MAP.7040.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7109	MAP.7109.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7110	MAP.7110.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7111	MAP.7111.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7112	MAP.7112.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7113	MAP.7113.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7114	MAP.7114.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7115	MAP.7115.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7116	MAP.7116.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7117	MAP.7117.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7118	MAP.7118.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7119	MAP.7119.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7120	MAP.7120.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7121	MAP.7121.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7122	MAP.7122.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7123	MAP.7123.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7124	MAP.7124.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
MAP.7125	MAP.7125.spid		morphology		Anopheles funestus Giles, 1900	MIRO	40003834	
