Source Name	Sample Name	Description	Material Type	Term Source REF	Term Accession Number	Source	Comment [PubMed ID]	Comment [MAP ID]
malariaAtlas	MAP.6646		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6646
malariaAtlas	MAP.6647		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6647
malariaAtlas	MAP.6648		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6648
malariaAtlas	MAP.6649		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6649
malariaAtlas	MAP.6650		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6650
malariaAtlas	MAP.6651		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6651
malariaAtlas	MAP.6652		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6652
malariaAtlas	MAP.6653		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6653
malariaAtlas	MAP.6654		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6654
malariaAtlas	MAP.6655		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6655
malariaAtlas	MAP.6656		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6656
malariaAtlas	MAP.6657		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6657
malariaAtlas	MAP.6658		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6658
malariaAtlas	MAP.6659		population	OBI	0000181	Charlwood, J.D., Smith, T., Lyimo, E., Kitua, A.Y., Masanja, H., Booth, M., Alonso, P.L. and Tanner, M. (1998).  <b>Incidence of <i>Plasmodium falciparum</i> infection in infants in relation to exposure to sporozoite-infected anophelines.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):243-51	9715940	MAP.6659
malariaAtlas	MAP.6692		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6692
malariaAtlas	MAP.6693		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6693
malariaAtlas	MAP.6694		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6694
malariaAtlas	MAP.6695		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6695
malariaAtlas	MAP.6696		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6696
malariaAtlas	MAP.6697		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6697
malariaAtlas	MAP.6698		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6698
malariaAtlas	MAP.6699		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6699
malariaAtlas	MAP.6700		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6700
malariaAtlas	MAP.6701		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6701
malariaAtlas	MAP.6702		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6702
malariaAtlas	MAP.6703		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6703
malariaAtlas	MAP.6704		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6704
malariaAtlas	MAP.6705		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6705
malariaAtlas	MAP.6706		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6706
malariaAtlas	MAP.6707		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6707
malariaAtlas	MAP.6708		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6708
malariaAtlas	MAP.6709		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6709
malariaAtlas	MAP.6710		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6710
malariaAtlas	MAP.6711		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6711
malariaAtlas	MAP.6712		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6712
malariaAtlas	MAP.6713		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6713
malariaAtlas	MAP.6714		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6714
malariaAtlas	MAP.6715		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6715
malariaAtlas	MAP.6716		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6716
malariaAtlas	MAP.6717		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6717
malariaAtlas	MAP.6718		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6718
malariaAtlas	MAP.6719		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6719
malariaAtlas	MAP.6720		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6720
malariaAtlas	MAP.6721		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6721
malariaAtlas	MAP.6722		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6722
malariaAtlas	MAP.6723		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6723
malariaAtlas	MAP.6724		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6724
malariaAtlas	MAP.6725		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6725
malariaAtlas	MAP.6726		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6726
malariaAtlas	MAP.6727		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6727
malariaAtlas	MAP.6728		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6728
malariaAtlas	MAP.6729		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6729
malariaAtlas	MAP.6730		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6730
malariaAtlas	MAP.6731		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6731
malariaAtlas	MAP.6732		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6732
malariaAtlas	MAP.6733		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6733
malariaAtlas	MAP.6734		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6734
malariaAtlas	MAP.6735		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6735
malariaAtlas	MAP.6736		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6736
malariaAtlas	MAP.6737		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6737
malariaAtlas	MAP.6738		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6738
malariaAtlas	MAP.6739		population	OBI	0000181	Temu, E.A., Minjas, J.N., Coetzee, M., Hunt, R.H. and Shift, C.J. (1998).  <b>The role of four anopheline species (Diptera: Culicidae) in malaria transmission in coastal Tanzania.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>92</b>(2):152-8	9764318	MAP.6739
malariaAtlas	MAP.6745		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6745
malariaAtlas	MAP.6746		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6746
malariaAtlas	MAP.6747		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6747
malariaAtlas	MAP.6748		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6748
malariaAtlas	MAP.6749		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6749
malariaAtlas	MAP.6755		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6755
malariaAtlas	MAP.6756		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6756
malariaAtlas	MAP.6757		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6757
malariaAtlas	MAP.6758		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6758
malariaAtlas	MAP.6759		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6759
malariaAtlas	MAP.6765		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6765
malariaAtlas	MAP.6766		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6766
malariaAtlas	MAP.6767		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6767
malariaAtlas	MAP.6768		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6768
malariaAtlas	MAP.6769		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6769
malariaAtlas	MAP.6775		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6775
malariaAtlas	MAP.6776		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6776
malariaAtlas	MAP.6777		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6777
malariaAtlas	MAP.6778		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6778
malariaAtlas	MAP.6779		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6779
malariaAtlas	MAP.6785		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6785
malariaAtlas	MAP.6786		population	OBI	0000181	Biro, S. (1987). <i>Investigations on the bionomics of anopheline vectors in the Ifakara area (Kilombero district, Tanzania).</i> D. Phil. Thesis. University of Basel, Basel, Switzerland. 134 p.		MAP.6786
